Position,Title,Author,Description,Article link,PDF Link,Research Methods,Focus Areas,Topics or Themes,Geographical Focus,Temporal Focus
305,A Large Language Model-Based Generative Natural Language Processing Framework Finetuned on Clinical Notes Accurately Extracts Headache Frequency …,"CC Chiang, M Luo, G Dumkrieger, S Trivedi, YC Chen… - medRxiv, 2023 - ncbi.nlm.nih.gov","… robust model based on a state-of-the-art large language model (LLM)- a GPT-2 generative
model … We also showed that GPT2-based frameworks outperformed ClinicalBERT in terms of …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10593021/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10593021/,,,,,
306,Palm: Scaling language modeling with pathways,"A Chowdhery, S Narang, J Devlin, M Bosma… - arXiv preprint arXiv …, 2022 - arxiv.org","… Finally, we discuss the ethical considerations related to large language models and discuss
… checkpoint 15,000, then the training framework is guaranteed to produce identical results in …",https://arxiv.org/abs/2204.02311,https://arxiv.org/pdf/2204.02311,,,,,
307,Evaluating large language models for use in healthcare: A framework for translational value assessment,"S Reddy - Informatics in Medicine Unlocked, 2023 - Elsevier","… language model, then input text is down into individual tokens (words, subwords, or characters),
which the language model … through training the language model on large amounts of text…",https://www.sciencedirect.com/science/article/pii/S2352914823001508,https://www.sciencedirect.com/science/article/pii/S2352914823001508,,,,,
308,Model-based feedback in the language modeling approach to information retrieval,"C Zhai, J Lafferty - Proceedings of the tenth international conference on …, 2001 - dl.acm.org","… query language model based on feedback documents, one based on a generative probabilistic
model … risk minimization retrieval framework. Interestingly, it is similar to the vector space …",https://dl.acm.org/doi/abs/10.1145/502585.502654,https://www.academia.edu/download/30739222/p403-zhai.pdf,,,,,
309,Language models are few-shot learners,"T Brown, B Mann, N Ryder… - Advances in neural …, 2020 - proceedings.neurips.cc","… GPT-3, an autoregressive language model with 175 billion … When the test set is private, our
model is often too large to fit … of traditional security risk assessment frameworks, which outline …",https://proceedings.neurips.cc/paper_files/paper/2020/hash/1457c0d6bfcb4967418bfb8ac142f64a-Abstract.html?utm_medium=email&utm_source=transaction,https://proceedings.neurips.cc/paper_files/paper/2020/file/1457c0d6bfcb4967418bfb8ac142f64a-Paper.pdf,,Risk Assessment,,,
310,Fedmed: A federated learning framework for language modeling,"X Wu, Z Liang, J Wang - Sensors, 2020 - mdpi.com","Federated learning (FL) is a privacy-preserving technique for training a vast amount of
decentralized data and making inferences on mobile devices. As a typical language modeling …",https://www.mdpi.com/1424-8220/20/14/4048,https://www.mdpi.com/1424-8220/20/14/4048/pdf,,,,,
311,Unipelt: A unified framework for parameter-efficient language model tuning,"Y Mao, L Mathias, R Hou, A Almahairi, H Ma… - arXiv preprint arXiv …, 2021 - arxiv.org","… Prefix-tuning is originally evaluated on natural language generation and we adapt it to … very
large model sizes (billions of total parameters), and is thus not considered in our study. Note …",https://arxiv.org/abs/2110.07577,https://arxiv.org/pdf/2110.07577,,,,,
312,On the opportunities and risks of foundation models,"R Bommasani, DA Hudson, E Adeli, R Altman… - arXiv preprint arXiv …, 2021 - arxiv.org","… language models, the term language model is simply too narrow for our purpose: as we
describe, the scope of foundation models goes well beyond language… model without a large …",https://arxiv.org/abs/2108.07258,https://arxiv.org/pdf/2108.07258.pdf?utm_source=morning_brew,,,,,
313,Universal language model fine-tuning for text classification,"J Howard, S Ruder - arXiv preprint arXiv:1801.06146, 2018 - arxiv.org","… Finetuning (ULMFiT), which pretrains a language model (LM) on a large general-domain
corpus and fine-tunes it on the target task using novel techniques. The method is universal in …",https://arxiv.org/abs/1801.06146,https://arxiv.org/pdf/1801.06146.pdf%C3%AF%C2%BC%E2%80%B0%C3%A3%E2%82%AC%E2%80%9A,,,,,
314,Unirex: A unified learning framework for language model rationale extraction,"A Chan, M Sanjabi, L Mathias, L Tan… - International …, 2022 - proceedings.mlr.press","… In light of this, we propose UNIREX, a flexible learning framework which generalizes rationale
extractor optimization as follows: (1) specify architecture for a learned rationale extractor; (…",https://proceedings.mlr.press/v162/chan22a.html,https://proceedings.mlr.press/v162/chan22a/chan22a.pdf,,,,,
315,A study of smoothing methods for language models applied to information retrieval,"C Zhai, J Lafferty - ACM Transactions on Information Systems (TOIS), 2004 - dl.acm.org","… In this article, we study the problem of language model … Yet this new framework is very
promising because of its … We find that the noninterpolated average precision on the large database …",https://dl.acm.org/doi/abs/10.1145/984321.984322,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=df4e8955cd509dacde825791d73b9b46101e1b53,,,,,
316,Simmim: A simple framework for masked image modeling,"Z Xie, Z Zhang, Y Cao, Y Lin, J Bao… - Proceedings of the …, 2022 - openaccess.thecvf.com","… language modeling tasks have largely repainted the field [2,12,30], ie, learning very large-scale
language models by using huge … the study of masked language modeling as a pretext …",http://openaccess.thecvf.com/content/CVPR2022/html/Xie_SimMIM_A_Simple_Framework_for_Masked_Image_Modeling_CVPR_2022_paper.html,http://openaccess.thecvf.com/content/CVPR2022/papers/Xie_SimMIM_A_Simple_Framework_for_Masked_Image_Modeling_CVPR_2022_paper.pdf,,,,,
317,Openflamingo: An open-source framework for training large autoregressive vision-language models,"A Awadalla, I Gao, J Gardner, J Hessel… - arXiv preprint arXiv …, 2023 - arxiv.org","… of a frozen, autoregressive language model. To embed images, we … performance, changing
language model backbones did. … We hypothesize that the language model has similarly large …",https://arxiv.org/abs/2308.01390,https://arxiv.org/pdf/2308.01390.pdf?trk=public_post_comment-text,,,,,
318,ChatGPT for good? On opportunities and challenges of large language models for education,"E Kasneci, K Seßler, S Küchemann, M Bannert… - Learning and individual …, 2023 - Elsevier","… In the following, we provide an overview of research works employing large language
models in education that were published since the release of the first large language model in …",https://www.sciencedirect.com/science/article/pii/S1041608023000195,https://osf.io/preprints/edarxiv/5er8f/download,,,,,
319,A risk minimization framework for information retrieval,"CX Zhai, J Lafferty - Information Processing & Management, 2006 - Elsevier","… as observations from a probabilistic model, called a statistical language model, and encode
… However, a large amount of data and empirical experimentation may be needed in order to …",https://www.sciencedirect.com/science/article/pii/S0306457304001530,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=fbfd8121dee2cd04d3fd6f38eef02df195cf4be3,Experiments,,,,
320,Kart: Privacy leakage framework of language models pre-trained with clinical records,"Y Nakamura, S Hanaoka, Y Nomura… - arXiv preprint arXiv …, 2020 - researchgate.net","… eventual privacy risk, we made Large and Small subsets. Their details are listed in Table 1.
… original full patient name with masked language model for each targeted full name mention …",https://www.researchgate.net/profile/Yuta-Nakamura/publication/348213139_KART_Privacy_Leakage_Framework_of_Language_Models_Pre-trained_with_Clinical_Records/links/60024586299bf140889b71d4/KART-Privacy-Leakage-Framework-of-Language-Models-Pre-trained-with-Clinical-Records.pdf,https://www.researchgate.net/profile/Yuta-Nakamura/publication/348213139_KART_Privacy_Leakage_Framework_of_Language_Models_Pre-trained_with_Clinical_Records/links/60024586299bf140889b71d4/KART-Privacy-Leakage-Framework-of-Language-Models-Pre-trained-with-Clinical-Records.pdf,,,,,
321,"cdec: A decoder, alignment, and learning framework for finite-state and context-free translation models","C Dyer, A Lopez, J Ganitkevitch, J Weese… - Proceedings of the …, 2010 - research.ed.ac.uk","… (§3), we use the logic for language model rescoring described by Chiang (2007), although
… , the resulting rescored forest may still be too large to represent completely. cdec therefore …",https://www.research.ed.ac.uk/en/publications/cdec-a-decoder-alignment-and-learning-framework-for-finite-state-,https://www.research.ed.ac.uk/files/21524505/P10_4002.pdf,,,,,Current Issues
322,Esg2risk: A deep learning framework from esg news to stock volatility prediction,"T Guo, N Jamet, V Betrix, LA Piquet… - arXiv preprint arXiv …, 2020 - arxiv.org","… A language model is typically pre-trained on a large corpus of text, … framework, ESG2Risk,
to predict future volatility of stock prices. We show that a transformer-based language model …",https://arxiv.org/abs/2005.02527,https://arxiv.org/pdf/2005.02527,,,,,Future Predictions
323,Scalable framework for cyber threat situational awareness based on domain name systems data analysis,"R Vinayakumar, P Poornachandran… - Big data in engineering …, 2018 - Springer","… have achieved a significant performance in various tasks such as language modeling, text
classification and many others in the area of natural language processing (NLP) [18]. They …",https://link.springer.com/chapter/10.1007/978-981-10-8476-8_6,https://www.researchgate.net/profile/Vinayakumar-Ravi/publication/324906611_Scalable_Framework_for_Cyber_Threat_Situational_Awareness_Based_on_Domain_Name_Systems_Data_Analysis/links/5e80ca46458515efa0b87897/Scalable-Framework-for-Cyber-Threat-Situational-Awareness-Based-on-Domain-Name-Systems-Data-Analysis.pdf,,,,,
324,A big data analytics framework for detecting user-level depression from social networks,"X Yang, R McEwen, LR Ong, M Zihayat - International Journal of …, 2020 - Elsevier","… novel frameworks to identify those at risk of depression. Moreover, such frameworks can …
In this paper, we propose a big data analytics framework to detect depression for users of …",https://www.sciencedirect.com/science/article/pii/S0268401219313325,,,,,,
325,REMARK-LLM: A Robust and Efficient Watermarking Framework for Generative Large Language Models,"R Zhang, SS Hussain, P Neekhara… - arXiv preprint arXiv …, 2023 - arxiv.org","… We present REMARK-LLM, a novel efficient, and robust watermarking framework designed
for texts generated by large language models (LLMs). Synthesizing human-like content using …",https://arxiv.org/abs/2310.12362,https://arxiv.org/pdf/2310.12362,,,,,Current Issues
326,REEF: A Framework for Collecting Real-World Vulnerabilities and Fixes,"C Wang, Z Li, Y Peng, S Gao, S Chen, S Wang… - arXiv preprint arXiv …, 2023 - arxiv.org","… ➋ Large Language Model (LLM)-based explanation with … [31], we leverage the large
language model to automatically … • We propose REEF, a framework to mine up-to-date, real…",https://arxiv.org/abs/2309.08115,https://arxiv.org/pdf/2309.08115,,,,,
327,Learning simpler language models with the differential state framework,"AG Ororbia II, T Mikolov, D Reitter - Neural computation, 2017 - ieeexplore.ieee.org","… RNN, will be evaluated as a language model, and we will not … However, we opt to use this
large corpus (training consists of … -RNN as a (subword) language model. The IMDB data set …",https://ieeexplore.ieee.org/abstract/document/8124214/,https://arxiv.org/pdf/1703.08864,,,,,
328,A proposed chatbot framework for COVID-19,"E Amer, A Hazem, O Farouk, A Louca… - 2021 International …, 2021 - ieeexplore.ieee.org","… To manage the large number of user requests during … , our model used the pre-trained Google
BERT language model. On top … As a result, training a model on a large dataset can take a …",https://ieeexplore.ieee.org/abstract/document/9447652/,https://www.researchgate.net/profile/Eslam-Amer-3/publication/352274956_A_Proposed_Chatbot_Framework_for_COVID-19/links/60d3784f92851c8f7995a93e/A-Proposed-Chatbot-Framework-for-COVID-19.pdf,,,,,
329,"Leveraging cyber threat intelligence for a dynamic risk framework: Automation by using a semantic reasoner and a new combination of standards (STIX™, SWRL and …","R Riesco, VA Villagrá - International Journal of Information Security, 2019 - Springer","… examples of real risks for any organization. Risk management frameworks are not integrated
and automated with near real-time (NRT) risk-related cybersecurity threat intelligence (CTI) …",https://link.springer.com/article/10.1007/s10207-019-00433-2,http://oa.upm.es/63893/1/INVE_MEM_2019_321228.pdf,,,,,
330,Anticipating safety issues in e2e conversational ai: Framework and tooling,"E Dinan, G Abercrombie, AS Bergman, S Spruit… - arXiv preprint arXiv …, 2021 - arxiv.org","… , different risk estimates would be expected if there are large … at different stages as we suggest
in the framework in §4. … -trained with a masked language model objective on pushshift.io …",https://arxiv.org/abs/2107.03451,https://arxiv.org/pdf/2107.03451,,,,,
331,A small samples training framework for deep Learning-based automatic information extraction: Case study of construction accident news reports analysis,"D Feng, H Chen - Advanced Engineering Informatics, 2021 - Elsevier","… on domain-specific natural language processing, and since language forms are generally …
pre-trained model with large scale corpus training. For example, the leading language model, …",https://www.sciencedirect.com/science/article/pii/S1474034621000112,,,,,,
332,"Low-latency, high-throughput access to static global resources within the Hadoop framework","J Lin, A Bahety, S Konda, S Mahindrakar - University of Maryland, Tech …, 2009 - Citeseer","… of scoring a large collection of natural language sentences given a unigram language model.
… Table 1: Results of scoring natural language sentences with a unigram language model in …",https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=eb142151c77e9fc91933b223d43bb1d3f772310c,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=eb142151c77e9fc91933b223d43bb1d3f772310c,,,,,
333,GameGPT: Multi-agent Collaborative Framework for Game Development,"D Chen, H Wang, Y Huo, Y Li, H Zhang - arXiv preprint arXiv:2310.08067, 2023 - arxiv.org","… The large language model (LLM) based agents have … propose a multi-agent collaborative
framework, dubbed GameGPT, to … Our framework presents a series of methods to mitigate both …",https://arxiv.org/abs/2310.08067,https://arxiv.org/pdf/2310.08067,,,,,Current Issues
334,Zero and R2D2: A large-scale Chinese cross-modal benchmark and A vision-language framework,"C Xie, J Li, H Cai, F Kong, X Wu, J Song… - arXiv preprint arXiv …, 2022 - arxiv.org","… Masked Language Modeling with Enhanced Training. We apply a masked language
modeling loss to the text-image cross encoder to improve the ability to model the relationship …",https://arxiv.org/abs/2205.03860,https://arxiv.org/pdf/2205.03860,,,,,
335,Risk based life cycle assessment conceptual framework for energy supply systems in large buildings,"N Ayoub, F Musharavati, S Pokharel… - Journal of Cleaner …, 2015 - Elsevier","… supply side of a large building and develop a framework for risk based life cycle analysis (…
of a large building based on potential risks. By combining environmental assessment and risk …",https://www.sciencedirect.com/science/article/pii/S0959652615004503,https://www.academia.edu/download/96608616/j.jclepro.2015.04.07520221231-1-1ovyvod.pdf,,,,,
336,"Bart: Denoising sequence-to-sequence pre-training for natural language generation, translation, and comprehension","M Lewis, Y Liu, N Goyal, M Ghazvininejad… - arXiv preprint arXiv …, 2019 - arxiv.org","… schemes within the BART framework, to better measure … coder, and for our large model we
use 12 layers in each. The … The Masked Language Model and the Permuted Language Model …",https://arxiv.org/abs/1910.13461,https://arxiv.org/pdf/1910.13461,,,,,
337,A risk-aware modeling framework for speech summarization,"B Chen, SH Lin - … transactions on audio, speech, and language …, 2011 - ieeexplore.ieee.org","… train -gram language models for speech recognition with the SRI Language Modeling Toolkit
[… as a query and posing it to an IR system to obtain a ranked list of documents from a large …",https://ieeexplore.ieee.org/abstract/document/5876303/,http://140.122.185.120/Berlin_Research/Manuscripts/2011-/2012-IEEE-TASL-A%20risk-aware%20modeling%20framework%20for%20speech%20summarization.pdf,,,,,
338,RAH! RecSys-Assistant-Human: A Human-Central Recommendation Framework with Large Language Models,"Y Shu, H Gu, P Zhang, H Zhang, T Lu, D Li… - arXiv preprint arXiv …, 2023 - arxiv.org","… Finally, we discuss further strategies in the RAH framework to address human-central … 29]
suggests that using the large language model (LLM) as the recommender system is promising …",https://arxiv.org/abs/2308.09904,https://arxiv.org/pdf/2308.09904,,,,,
339,A medical ethics framework for conversational artificial intelligence,"E Fournier-Tombs, J McHardy - Journal of Medical Internet Research, 2023 - jmir.org","… risks in the use of conversational chatbots in medicine to the principles of medical ethics. In
doing so, we propose a framework … features specific risks related to large language models […",https://www.jmir.org/2023/1/e43068/,https://www.jmir.org/2023/1/e43068/,,,,,
340,"Grasping project complexity in large engineering projects: The TOE (Technical, Organizational and Environmental) framework","M Bosch-Rekveldt, Y Jongkind, H Mooi… - International journal of …, 2011 - Elsevier","… a framework for characterising project complexity in large … Recently, a large number of
project complexity related papers … However, no generally accepted framework is available to …",https://www.sciencedirect.com/science/article/pii/S0263786310001122,https://www.researchgate.net/profile/Hans-Bakker-2/publication/229307177_Grasping_project_complexity_in_large_engineering_projects_The_TOE_Technical_Organizational_and_Environmental_framework/links/5788860308ae95560407c47d/Grasping-project-complexity-in-large-engineering-projects-The-TOE-Technical-Organizational-and-Environmental-framework.pdf,,,,,
341,From 'multicultural health'to 'knowledge translation'. Rethinking strategies to promote language access within a risk management framework,"S Bowen, M Gibbens, J Roy, J Edwards - Jostrans, 2010 - jostrans.org","… This paper will present a case study of a multifaceted knowledge translation (KT) strategy
to promote evidence-informed action to address language barriers within a large Canadian …",https://jostrans.org/issue14/art_bowen.pdf,https://jostrans.org/issue14/art_bowen.pdf,Case Studies,,,,Current Issues
342,On the dangers of stochastic parrots: Can language models be too big?🦜,"EM Bender, T Gebru, A McMillan-Major… - Proceedings of the 2021 …, 2021 - dl.acm.org","… Similar to [14], we understand the term language model (LM) to refer to systems which are
… In this section, we provide a brief overview of the general trend of language modeling in …",https://dl.acm.org/doi/abs/10.1145/3442188.3445922,https://dl.acm.org/doi/pdf/10.1145/3442188.3445922?uuid=f2qngt2LcFCbgtaZ2024,,,,,
343,Cloud computing adoption framework: A security framework for business clouds,"V Chang, YH Kuo, M Ramachandran - Future Generation Computer …, 2016 - Elsevier","… Second, it ensures that large amount of data and large data … of large-scale penetration testing
to validate the framework. … core technologies and results from large-scale experiments for …",https://www.sciencedirect.com/science/article/pii/S0167739X15003118,https://eprints.leedsbeckett.ac.uk/id/eprint/1857/1/CCAF_VC_openstack_accepted.pdf,Experiments,,,,
344,Predictive modeling in e-mental health: a common language framework,"D Becker, W van Breda, B Funk, M Hoogendoorn… - Internet …, 2018 - Elsevier","… framework that identifies four model types that can be used to classify existing and future
research and applications. To illustrate this, we use the framework … problems have huge impacts …",https://www.sciencedirect.com/science/article/pii/S2214782917301124,https://www.sciencedirect.com/science/article/pii/S2214782917301124,,,,,Future Predictions
345,A real-time ATC safety monitoring framework using a deep learning approach,"Y Lin, L Deng, Z Chen, X Wu, J Zhang… - IEEE Transactions on …, 2019 - ieeexplore.ieee.org","… language model is also trained in this subsystem to improve the overall performance of the
framework… All the advanced technologies, such as big data and the deep learning-based ASR …",https://ieeexplore.ieee.org/abstract/document/8846596/,,,,,,
346,A static compliance-checking framework for business process models,"Y Liu, S Muller, K Xu - IBM Systems Journal, 2007 - ieeexplore.ieee.org","… these compliance rules by means of model-checking technology. The benefit of … large set
of business process models, our approach increases deployment efficiency and lowers the risk …",https://ieeexplore.ieee.org/abstract/document/5386614/,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=89cb83ee8dae69af10d6ab25ff5483056e6e1bc1,,,,,
347,Chatmof: An autonomous ai system for predicting and generating metal-organic frameworks,"Y Kang, J Kim - arXiv preprint arXiv:2308.01423, 2023 - arxiv.org","… of metal-organic frameworks (MOFs). By leveraging a large-scale language model (gpt-3.5-…
The study further explores the merits and constraints of using large language models (LLMs…",https://arxiv.org/abs/2308.01423,https://arxiv.org/pdf/2308.01423,,,,,
348,Quantitative multi-risk analysis for natural hazards: a framework for multi-risk modelling,"J Schmidt, I Matcham, S Reese, A King, R Bell… - Natural hazards, 2011 - Springer","… This paper introduces a generic framework for multi-risk modelling developed in the project
‘… modelling risks from different natural hazards and for various elements at risk. The technical …",https://link.springer.com/article/10.1007/s11069-011-9721-z,https://www.academia.edu/download/48326906/s11069-011-9721-z20160826-1221-qvfkpo.pdf,,,,,
349,Natural language processing for mental health interventions: a systematic review and research framework,"M Malgaroli, TD Hull, JM Zech, T Althoff - Translational Psychiatry, 2023 - nature.com","… Results indicate a rapid growth of NLP MHI studies since 2019, characterized by increased
sample sizes and use of large language models. Digital health platforms were the largest …",https://www.nature.com/articles/s41398-023-02592-2,https://www.nature.com/articles/s41398-023-02592-2,,,,,
350,When can models learn from explanations? a formal framework for understanding the roles of explanation data,"P Hase, M Bansal - arXiv preprint arXiv:2102.02201, 2021 - arxiv.org","… We suggest that, in the paradigm of large language model pretraining, this interpretation
function will be meta-learned during pretraining. This behavior is clearly exemplified in GPT-3, …",https://arxiv.org/abs/2102.02201,https://arxiv.org/pdf/2102.02201,,,,,
351,An automated assessment framework for atypical prosody and stereotyped idiosyncratic phrases related to autism spectrum disorder,"M Li, D Tang, J Zeng, T Zhou, H Zhu, B Chen… - … Speech & Language, 2019 - Elsevier","… from speech transcripts, we adopt language model, dependency treebank and Term
Frequency–… to the n-gram language model. In this work, we use a large-scale Chinese …",https://www.sciencedirect.com/science/article/pii/S0885230817303601,https://sites.duke.edu/dkusmiip/files/2022/11/J_csl.pdf,,,,,
352,"A framework for estimating information security risk assessment method completeness: Core Unified Risk Framework, CURF","G Wangen, C Hallstensen, E Snekkenes - International Journal of …, 2018 - Springer","… This paper proposes the Core Unified Risk Framework (CURF) as an all-inclusive approach
to compare different methods, all-inclusive since we grew CURF organically by adding new …",https://link.springer.com/article/10.1007/s10207-017-0382-0,https://link.springer.com/article/10.1007/s10207-017-0382-0,,,,,
353,MulDA: A multilingual data augmentation framework for low-resource cross-lingual NER,"L Liu, B Ding, L Bing, S Joty, L Si… - … on Natural Language …, 2021 - aclanthology.org","… language model based NER models to generalize better with both the language-specific
features from the target-language … (2020), we reproduce their results with XLM-R large for a fair …",https://aclanthology.org/2021.acl-long.453/,https://aclanthology.org/2021.acl-long.453.pdf,,,,,
354,Continually-Adaptive Representation Learning Framework for Time-Sensitive Healthcare Applications,"A Choudhuri, H Jang, AM Segre, PM Polgreen… - Proceedings of the …, 2023 - dl.acm.org","… and the natural language processing model to process and … learning framework to train
the model on large batches of … , we only minimize the Masked Language Model Loss. This is …",https://dl.acm.org/doi/abs/10.1145/3583780.3615464,https://dl.acm.org/doi/pdf/10.1145/3583780.3615464,,,,,
355,Developing a framework to re-design writing assignment assessment for the era of Large Language Models,"YP Hsiao, N Klijn, MS Chiu - Learning: Research and Practice, 2023 - Taylor & Francis","… Consequently, we have developed a framework to identify design dimensions for … This
report aims to describe the prototype of our framework and share the lessons learned from its …",https://www.tandfonline.com/doi/full/10.1080/23735082.2023.2257234,https://www.tandfonline.com/doi/full/10.1080/23735082.2023.2257234,,,,,
356,SenticNet 7: A commonsense-based neurosymbolic AI framework for explainable sentiment analysis,"E Cambria, Q Liu, S Decherchi, F Xing… - … Thirteenth Language …, 2022 - aclanthology.org","… introduces permutation language modeling, where … big shift in NLP research has been the
upgrade from the bag-of-words (BOW) model to the continuous-bag-of-words (CBOW) model, …",https://aclanthology.org/2022.lrec-1.408/,https://aclanthology.org/2022.lrec-1.408.pdf,,,,,
357,FATE-LLM: A Industrial Grade Federated Learning Framework for Large Language Models,"T Fan, Y Kang, G Ma, W Chen, W Wei, L Fan… - arXiv preprint arXiv …, 2023 - arxiv.org","… Glm: General language model pretraining with autoregressive blank infilling. In Proceedings
of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: …",https://arxiv.org/abs/2310.10049,https://arxiv.org/pdf/2310.10049,,,,,
358,Mongoose: A learnable lsh framework for efficient neural network training,"B Chen, Z Liu, B Peng, Z Xu, JL Li, T Dao… - International …, 2020 - openreview.net","… on large-scale deep learning models for recommendation systems and language modeling.
… effectiveness of our framework on both recommendation and language modeling tasks. The …",https://openreview.net/forum?id=wWK7yXkULyh,https://openreview.net/pdf?id=wWK7yXkULyh,,,,,
359,BPRIM: An integrated framework for business process management and risk management,"E Lamine, R Thabet, A Sienou, D Bork, F Fontanili… - Computers in …, 2020 - Elsevier","… These observations led to the emergence of the risk manager job profile in large organizations.
Having its roots in areas such as project management, finance, and industrial safety, …",https://www.sciencedirect.com/science/article/pii/S0166361520300890,https://www.sciencedirect.com/science/article/am/pii/S0166361520300890,,,,,
360,Automating threat modeling using an ontology framework,"M Välja, F Heiding, U Franke, R Lagerström - Cybersecurity, 2020 - Springer","… in modeling automation can be addressed with ontologies. In this paper, we introduce an
ontology framework to improve automatic threat modeling… categories capture a large part of the …",https://link.springer.com/article/10.1186/s42400-020-00060-8?wt_mc=Internal.Event.1.SEM.ArticleAuthorIncrementalIssue&utm_source=ArticleAuthorIncrementalIssue&utm_medium=email&utm_content=AA_en_06082018&ArticleAuthorIncrementalIssue_20201003,https://link.springer.com/article/10.1186/s42400-020-00060-8?wt_mc=Internal.Event.1.SEM.ArticleAuthorIncrementalIssue&utm_source=ArticleAuthorIncrementalIssue&utm_medium=email&utm_content=AA_en_06082018&ArticleAuthorIncrementalIssue_20201003,,,,,
361,Greenpeace v. Shell: Media exploitation and the social amplification of risk framework (SARF),"V Bakir - Journal of Risk Research, 2005 - Taylor & Francis","… is its large expected role in the social amplification of risk, … framework? To answer this
question, using key SARF concepts, this paper tracks Greenpeace's and Shell's framing of their risk …",https://www.tandfonline.com/doi/abs/10.1080/13669870500166898,,,,,,
362,Epidemiology as a framework for large-scale mobile application accessibility assessment,"AS Ross, X Zhang, J Fogarty… - Proceedings of the 19th …, 2017 - dl.acm.org","… Accordingly, our framework puts forth notions like risk and … Our epidemiology-inspired
conceptual framework is the main … In a preliminary exercising of our framework, we perform an …",https://dl.acm.org/doi/abs/10.1145/3132525.3132547,https://dl.acm.org/doi/pdf/10.1145/3132525.3132547,,,,,
363,A framework for Big Data driven product lifecycle management,"Y Zhang, S Ren, Y Liu, T Sakao, D Huisingh - Journal of Cleaner …, 2017 - Elsevier","… Big Data processing and analysis, and to build up a referenced BDD-… framework for
manufacturing enterprises. Based upon the infrastructure of Big Data analysis, an overall framework …",https://www.sciencedirect.com/science/article/pii/S0959652617309150,https://www.sciencedirect.com/science/article/am/pii/S0959652617309150,,,,,
364,A general optimization framework for smoothing language models on graph structures,"Q Mei, D Zhang, CX Zhai - Proceedings of the 31st annual international …, 2008 - dl.acm.org","… largest similarity have the smallest distance on the hyperplane [1]. By estimating a document
language model … original language model ensures that the smoothed language model is …",https://dl.acm.org/doi/abs/10.1145/1390334.1390438,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=97a1617a789cd8432a8ade86a79b25f90fe2c3b1,,,,,
365,AI and big data in healthcare: towards a more comprehensive research framework for multimorbidity,"LT Majnarić, F Babič, S O'Sullivan… - Journal of Clinical …, 2021 - mdpi.com","… Techniques used in the models, either statistical method, are the cox proportional hazard
regression model and the risk survival analysis, or ML methods, like SVM, ANNs, DTs, and RF. …",https://www.mdpi.com/2077-0383/10/4/766,https://www.mdpi.com/2077-0383/10/4/766/pdf,,,,,
366,An information fusion framework with multi-channel feature concatenation and multi-perspective system combination for the deep-learning-based robust recognition of …,"YH Tu, J Du, Q Wang, X Bao, LR Dai, CH Lee - … Speech & Language, 2017 - Elsevier","… It is based on a deep learning framework with a large deep … network (RNN)-based language
model for rescoring, a WER of … improved MVDR approach and language model re-scoring, …",https://www.sciencedirect.com/science/article/pii/S0885230816300766,,,,,,
367,Big data analytics framework for peer-to-peer botnet detection using random forests,"K Singh, SC Guntuku, A Thakur, C Hota - Information Sciences, 2014 - Elsevier","… In this section the components of the proposed scalable network threat detection
framework are described in detail. The framework consists of the following components: …",https://www.sciencedirect.com/science/article/pii/S0020025514003570,,,,,,
368,A natural language processing framework for assessing hospital readmissions for patients with COPD,"A Agarwal, C Baechle, R Behara… - IEEE journal of …, 2017 - ieeexplore.ieee.org","… statistically predict those most in danger of readmission, a few … We have proposed a framework,
which uses natural language … predictive modeling for many diseases have seen a large …",https://ieeexplore.ieee.org/abstract/document/7880658/,https://ieeexplore.ieee.org/ielaam/6221020/8306527/7880658-aam.pdf,,,,,
369,A risk management framework for distributed agile projects,"SV Shrivastava, U Rathod - Information and software technology, 2017 - Elsevier","… The framework … , language barrier and large project scope with the risks that have severe
impact on DAD project. Further, this study aimed at validating the risk management framework …",https://www.sciencedirect.com/science/article/pii/S0950584916304815,https://www.sciencedirect.com/science/article/am/pii/S0950584916304815,,,,,
370,A framework of issues in large process modelling projects,"C Raduescu, H Tan, M Jayaganesh… - Proceedings of the …, 2006 - eprints.qut.edu.au","… This paper makes a first contribution to a potential research agenda in this field by defining
the characteristics of large-scale process modeling projects and proposing a framework of …",https://eprints.qut.edu.au/25619/,https://eprints.qut.edu.au/25619/3/25619.pdf,,,,,
371,A value-at-risk framework for longevity trend risk,"SJ Richards, ID Currie, GP Ritchie - British Actuarial Journal, 2014 - cambridge.org","… framework described in this paper works with a wide variety of models, enabling practitioners
to explore the impact of model risk on … For large portfolios the idiosyncratic risk will often be …",https://www.cambridge.org/core/journals/british-actuarial-journal/article/valueatrisk-framework-for-longevity-trend-risk/CF4D3DDCF63EE9B1D7FA73CA43798255,https://www.longevitas.co.uk/sites/default/files/VaR_2012.pdf,,,,,
